mtype,tokens,type_tokens,label
SET,"['\\{', 'a', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,"['h', '\\colon', 'J', '\\to', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']",1
FUNC,"['f', ':', 'S', '\\to', 'G']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['g', ':', 'A', '^', 'C', '\\to', 'B', '^', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'CARET', '__ANON_0', 'TO', 'set_expr', '__ANON_0', 'CARET', '__ANON_0']",1
FUNC,['B'],"['func_name', '__ANON_0']",1
FUNC,"['f', '\\colon', 'S', '\\to', '\\{', '0', ',', '1', '\\}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,['U'],"['func_name', '__ANON_0']",1
SET,"['\\mathbb{R}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']",1
FUNC,['X'],"['func_name', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,['0'],"['expr_atom', '__ANON_3']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']",1
FUNC,"['f', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['i', '(', 'x', ')', '=', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', '__ANON_1']",1
FUNC,"['f', '\\colon', 'A', '\\times', '(', 'B', '\\times', 'C', ')', '\\to', '(', 'A', '\\times', 'B', ')', '\\times', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', 'set_expr', 'L_PAREN', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'R_PAREN', 'TO', 'set_expr', 'set_expr', 'L_PAREN', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'R_PAREN', 'sets__OP_CART', '__ANON_0']",1
FUNC,"['g', '\\circ', 'f']","['func_composed', 'func_name', '__ANON_1', 'OP_FUNC_COMP', 'func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,\tan,FUNC_NORMAL,1
FUNC,"['f', ':', '\\mathbb{Z}', '\\to', '\\mathbb{Z}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,"['F', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
SET,"['\\{', '1', ',', '1', ',', '2', ',', '3', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,['n'],"['func_name', '__ANON_1']",1
SET,"['\\{', 'x', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', 'M']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['g', ':', 'B', '\\to', 'I']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SCAL,['0'],"['expr_atom', '__ANON_3']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['c'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', '(', '0', ',', '1', ')', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'interval', 'L_PAREN', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,"['-', '1']","['unary', 'SUB', 'expr_atom', '__ANON_3']",1
SET,"['\\{', '1', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
SET,"['(', 'x', ',', 'y', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['T'],"['func_name', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SET,"['\\{', '1', ',', '2', ',', '3', ',', '6', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,['a'],"['func_name', '__ANON_1']",1
SCAL,['1'],"['expr_atom', '__ANON_3']",1
FUNC,"['g', ':', 'A', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']",1
SCAL,['3'],"['expr_atom', '__ANON_3']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SET,"['\\{', 'x', ',', 'y', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,"['f', ',', 'g', ':', 'X', '\\to', 'Y']","['func_def', 'func_enumeration', 'func_name', '__ANON_1', 'COMMA', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,['3'],"['expr_atom', '__ANON_3']",1
FUNC,['h'],"['func_name', '__ANON_1']",1
SET,"['\\{', '5', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
SET,\mathbb{Z},"['set_constant', 'SET_BASIC']",1
FUNC,['m'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,"['u', '+', '1', '/', 'n']","['additive', '__ANON_1', 'ADD', 'mp', 'expr_atom', '__ANON_3', 'DIV', '__ANON_1']",1
FUNC,"['f', ':', 'S', '\\to', '\\mathbb{Q}', '^', '2']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']",1
SET,"['\\mathbb', 'R']","['SET_FAT', '__ANON_0']",1
SCAL,['0'],"['expr_atom', '__ANON_3']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,['U'],"['func_name', '__ANON_0']",1
SET,"['\\{', '1', ',', '1', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SET,"['A', '\\cup', 'B', '\\cup', 'C']","['set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0', 'sets__OP_UNION', '__ANON_0']",1
SCAL,['2'],"['expr_atom', '__ANON_3']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SET,"['\\{', '3', ',', '2', ',', 'a', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,"['f', '\\colon', 'X', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
SCAL,['1'],"['expr_atom', '__ANON_3']",1
SET,"['\\mathbb', 'R']","['SET_FAT', '__ANON_0']",1
SCAL,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",1
SCAL,['9'],"['expr_atom', '__ANON_3']",1
FUNC,"['f', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SET,"['\\{', 'a', ',', 'b', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,['m'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,['2'],"['expr_atom', '__ANON_3']",1
SET,"['\\{', '3', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,['A'],"['func_name', '__ANON_0']",1
SCAL,"['1', '/', '2']","['mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3']",1
SET,"['\\{', '1', ',', '2', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['g', '\\colon', '\\mathbb{N}', '\\to', 'S']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']",1
FUNC,['x'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', '\\mathbb', 'N', '\\to', '\\mathbb', 'N', '^', '2']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'set_expr', 'SET_FAT', '__ANON_0', 'CARET', '__ANON_3']",1
FUNC,['X'],"['func_name', '__ANON_0']",1
FUNC,"['f', '(', 'x', ')', '=', '4', 'x', '+', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']",1
SET,"['\\{', 'a', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['F'],"['func_name', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['F', ':', '\\varnothing', '\\to', 'B']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\{', '1', ',', '3', ',', '6', ',', '5', '\\}', '\\to', '\\{', 'a', ',', 'b', ',', 'c', '\\}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL', 'TO', 'explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,['N'],"['func_name', '__ANON_0']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb{Z}', '\\to', '\\mathbb{Z}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
SET,"['\\{', '1', ',', '2', ',', '3', ',', '4', ',', '6', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",1
FUNC,"['f', ':', 'M', '\\to', 'M']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SET,"['A', '^', 'B']","['set_expr', '__ANON_0', 'CARET', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['h'],"['func_name', '__ANON_1']",1
FUNC,"['F', ':', 'N', '\\rightarrow', 'N', '\\times', 'N']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['g', ':', 'B', '\\to', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['f', ':', 'X', '^', 'n', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'CARET', '__ANON_1', 'TO', '__ANON_0']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']",1
FUNC,"['f', '\\circ', 'g']","['func_composed', 'func_name', '__ANON_1', 'OP_FUNC_COMP', 'func_name', '__ANON_1']",1
SET,"['C', '^', 'A']","['set_expr', '__ANON_0', 'CARET', '__ANON_0']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SCAL,['1'],"['expr_atom', '__ANON_3']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['n'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\rightarrow', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
SCAL,"['-', '5']","['unary', 'SUB', 'expr_atom', '__ANON_3']",1
SET,"['\\{', 'b', ',', 'c', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\times', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', 'set_constant', 'SET_BASIC', 'sets__OP_CART', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",1
SET,"['S', '^', '{', '(', 'k', ')', '}']","['__ANON_0', 'CARET', 'L_BRACE', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'R_BRACE']",1
FUNC,"['g', ':', 'C', '\\to', 'D']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,"['G', ':', 'V', '\\to', 'V']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
SCAL,['9'],"['expr_atom', '__ANON_3']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",1
FUNC,['g'],"['func_name', '__ANON_1']",1
FUNC,"['f', '(', 'a', ')', '=', '\\{', 'a', '\\}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'group', 'L_BRACE_LITERAL', '__ANON_1', 'R_BRACE_LITERAL']",1
FUNC,['f'],"['func_name', '__ANON_1']",1
SET,\mathbb{N},"['set_constant', 'SET_BASIC']",1
