fid,mtype,exprstr,mention,tags,tokens,type_tokens
6327106206a69a3f488d73eb_f_0_2_0,SCAL,\frac{1}{2},,"['geometry', 'matrices', 'analytic-geometry', 'transformation']","['\\frac', '{', '1', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
6327106206a69a3f488d73f6_f_3_33_0,SCAL,\frac{2}{7},,"['geometry', 'trigonometry', 'analytic-geometry']","['\\frac', '{', '2', '}', '{', '7', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
6327106206a69a3f488d762f_f_3_8_0,FUNC,A:\mathbb R^n\to\mathbb R^n,,"['linear-algebra', 'geometry', 'analytic-geometry', 'visualization']","['A', ':', '\\mathbb', 'R', '^', 'n', '\\to', '\\mathbb', 'R', '^', 'n']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'CARET', '__ANON_1', 'TO', 'SET_FAT', '__ANON_0', 'CARET', '__ANON_1']"
6327106206a69a3f488d7c17_f_0_36_0,FUNC,D(k)=2(2k-1),,"['geometry', 'analytic-geometry']","['D', '(', 'k', ')', '=', '2', '(', '2', 'k', '-', '1', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_0', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', 'expr_atom', '__ANON_3', 'group', 'L_PAREN', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']"
6327106306a69a3f488d7dca_f_0_2_0,SET,\mathbb{R}^3,,"['geometry', 'analytic-geometry', 'quadratic-forms']","['\\mathbb{R}', '^', '3']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
6327106306a69a3f488d814b_f_2_13_0,SCAL,x^2 y + z^3,instance,"['analytic-geometry', 'conic-sections']","['x', '^', '2', 'y', '+', 'z', '^', '3']","['additive', 'unary', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']"
6327106306a69a3f488d814b_f_3_0_0,SET,\mathbb{A}^2,  normal   affine plane   f_3_0_0,"['analytic-geometry', 'conic-sections']","['\\mathbb{A}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
6327106306a69a3f488d814b_f_3_17_0,SCAL,\frac{1}{c},,"['analytic-geometry', 'conic-sections']","['\\frac', '{', '1', '}', '{', 'c', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']"
6327106306a69a3f488d814b_f_3_27_0,SET,\mathbb{A}^2,our affine plane,"['analytic-geometry', 'conic-sections']","['\\mathbb{A}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
6327106306a69a3f488d814b_f_3_43_0,SET,\mathbb{A}^2,,"['analytic-geometry', 'conic-sections']","['\\mathbb{A}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
6327106306a69a3f488d814b_f_3_46_0,SET,\mathbb{A}^2,,"['analytic-geometry', 'conic-sections']","['\\mathbb{A}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
6327106306a69a3f488d814b_f_3_52_0,SET,\mathbb{A}^2,,"['analytic-geometry', 'conic-sections']","['\\mathbb{A}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
6327106306a69a3f488d856e_f_1_11_0,SCAL,x^2+\frac{1}{4},,"['geometry', 'analytic-geometry']","['x', '^', '2', '+', '\\frac', '{', '1', '}', '{', '4', '}']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
6327106306a69a3f488d8625_f_3_44_0,SCAL,-\frac{d}{c},the right,"['abstract-algebra', 'algebraic-geometry', 'analytic-geometry', 'education']","['-', '\\frac', '{', 'd', '}', '{', 'c', '}']","['unary', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']"
6327106306a69a3f488d8625_f_3_45_0,SCAL,\frac{1}{c^2}(bc-ad),,"['abstract-algebra', 'algebraic-geometry', 'analytic-geometry', 'education']","['\\frac', '{', '1', '}', '{', 'c', '^', '2', '}', '(', 'b', 'c', '-', 'a', 'd', ')']","['unary', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'group', 'L_PAREN', 'additive', 'unary', '__ANON_1', '__ANON_1', 'SUB', 'unary', '__ANON_1', '__ANON_1', 'R_PAREN']"
6327106306a69a3f488d8625_f_3_46_0,SCAL,\frac{a}{c},,"['abstract-algebra', 'algebraic-geometry', 'analytic-geometry', 'education']","['\\frac', '{', 'a', '}', '{', 'c', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']"
6327106306a69a3f488d88bf_f_1_7_0,SET,\mathbb{R}^3,,"['analytic-geometry', 'spherical-geometry', 'spherical-coordinates']","['\\mathbb{R}', '^', '3']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
6327106406a69a3f488d8b19_f_2_14_0,FUNC,\cos(t) = a,,"['geometry', 'analytic-geometry', 'graphing-functions']","['\\cos', '(', 't', ')', '=', 'a']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', '__ANON_1']"
632f8339837ac920af668434_f_1_0_0,SCAL,y^2(x^2+1) - x,,"['algebraic-geometry', 'analytic-geometry', 'algebraic-curves']","['y', '^', '2', '(', 'x', '^', '2', '+', '1', ')', '-', 'x']","['additive', 'unary', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'group', 'L_PAREN', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'SUB', '__ANON_1']"
6327106406a69a3f488d8b80_f_1_3_0,SCAL,\frac{2}{3},,"['geometry', 'analytic-geometry']","['\\frac', '{', '2', '}', '{', '3', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
6327106406a69a3f488d8b80_f_1_4_0,SCAL,\frac{4}{3},the line,"['geometry', 'analytic-geometry']","['\\frac', '{', '4', '}', '{', '3', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
6327106406a69a3f488d8b80_f_1_7_0,SCAL,\frac{4}{3},,"['geometry', 'analytic-geometry']","['\\frac', '{', '4', '}', '{', '3', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
6327106406a69a3f488d8dc0_f_1_29_0,SCAL,e^{x^{-1} y^{-1}},,"['algebraic-geometry', 'analytic-geometry']","['e', '^', '{', 'x', '^', '{', '-', '1', '}', 'y', '^', '{', '-', '1', '}', '}']","['exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_BRACE']"
6327106406a69a3f488d9333_f_2_4_0,FUNC,f(x)=ax^{2}+c,,"['calculus', 'geometry', 'analytic-geometry', 'quadratics']","['f', '(', 'x', ')', '=', 'a', 'x', '^', '{', '2', '}', '+', 'c']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'ADD', '__ANON_1']"
6327106406a69a3f488d9333_f_2_13_0,FUNC,f(x)=\frac{1}{8}x^{2}-2,the quadratic,"['calculus', 'geometry', 'analytic-geometry', 'quadratics']","['f', '(', 'x', ')', '=', '\\frac', '{', '1', '}', '{', '8', '}', 'x', '^', '{', '2', '}', '-', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'SUB', 'expr_atom', '__ANON_3']"
6327106406a69a3f488d9570_f_0_9_0,SET,\mathbb{R}^2,,"['general-topology', 'analytic-geometry']","['\\mathbb{R}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
6327106506a69a3f488d9844_f_0_14_0,FUNC,f(a) = f(b),,"['calculus', 'analytic-geometry']","['f', '(', 'a', ')', '=', 'f', '(', 'b', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
632f833b837ac920af669242_f_0_6_0,SCAL,2x - 4y + 15,,"['linear-algebra', 'analytic-geometry', 'graphing-functions']","['2', 'x', '-', '4', 'y', '+', '15']","['additive', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']"
632f833b837ac920af669242_f_0_7_0,SCAL,4x - 8y + 30,,"['linear-algebra', 'analytic-geometry', 'graphing-functions']","['4', 'x', '-', '8', 'y', '+', '30']","['additive', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']"
632f833b837ac920af669242_f_0_8_0,SCAL,x-2y+\frac{15}{2},,"['linear-algebra', 'analytic-geometry', 'graphing-functions']","['x', '-', '2', 'y', '+', '\\frac', '{', '15', '}', '{', '2', '}']","['additive', 'additive', '__ANON_1', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f833b837ac920af669242_f_0_9_0,SCAL,-2x + 4y - 15,,"['linear-algebra', 'analytic-geometry', 'graphing-functions']","['-', '2', 'x', '+', '4', 'y', '-', '15']","['additive', 'unary', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']"
632f833b837ac920af669242_f_0_10_0,SCAL,-x + 2y - \frac{15}{2},a difference,"['linear-algebra', 'analytic-geometry', 'graphing-functions']","['-', 'x', '+', '2', 'y', '-', '\\frac', '{', '15', '}', '{', '2', '}']","['additive', 'unary', 'SUB', '__ANON_1', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f833b837ac920af669242_f_4_6_0,SCAL, and the magnitude of a point ,", C ) \|= \sqrt{A^2+B^2 } f_4_6_0 \| P \|","['linear-algebra', 'analytic-geometry', 'graphing-functions']","['a', 'n', 'd', 't', 'h', 'e', 'm', 'a', 'g', 'n', 'i', 't', 'u', 'd', 'e', 'o', 'f', 'a', 'p', 'o', 'i', 'n', 't']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1']"
632f833b837ac920af669242_f_4_10_0,SCAL, then the third coordinate of ,L,"['linear-algebra', 'analytic-geometry', 'graphing-functions']","['t', 'h', 'e', 'n', 't', 'h', 'e', 't', 'h', 'i', 'r', 'd', 'c', 'o', 'o', 'r', 'd', 'i', 'n', 'a', 't', 'e', 'o', 'f']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1']"
632f833b837ac920af669293_f_0_6_0,SCAL, would have slope ,f_0_7_0 = -x1,"['geometry', 'analytic-geometry']","['w', 'o', 'u', 'l', 'd', 'h', 'a', 'v', 'e', 's', 'l', 'o', 'p', 'e']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1']"
632f833b837ac920af669293_f_0_9_0,SCAL, has length ,P_1,"['geometry', 'analytic-geometry']","['h', 'a', 's', 'l', 'e', 'n', 'g', 't', 'h']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1']"
632f833c837ac920af669a01_f_1_1_0,SCAL,(x^2+y^2)+ax+by+c,,"['general-topology', 'geometry', 'analytic-geometry']","['(', 'x', '^', '2', '+', 'y', '^', '2', ')', '+', 'a', 'x', '+', 'b', 'y', '+', 'c']","['additive', 'additive', 'additive', 'group', 'L_PAREN', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_PAREN', 'ADD', 'unary', '__ANON_1', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1', 'ADD', '__ANON_1']"
632f833c837ac920af669a01_f_1_33_0,SCAL,[ce-2bd:cd-2ae:4ab-c^2],the center,"['general-topology', 'geometry', 'analytic-geometry']","['[', 'c', 'e', '-', '2', 'b', 'd', ':', 'c', 'd', '-', '2', 'a', 'e', ':', '4', 'a', 'b', '-', 'c', '^', '2', ']']","['group', 'L_BRACKET', 'additive', 'additive', 'unary', '__ANON_1', '__ANON_1', 'SUB', 'mp', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', 'COLON', 'unary', '__ANON_1', '__ANON_1', 'SUB', 'additive', 'mp', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', 'COLON', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', 'SUB', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACKET']"
6327106506a69a3f488d9f12_f_1_0_0,FUNC,f(x)= -\frac{1}{5}x^{2}+x,,"['calculus', 'analytic-geometry', 'quadratics']","['f', '(', 'x', ')', '=', '-', '\\frac', '{', '1', '}', '{', '5', '}', 'x', '^', '{', '2', '}', '+', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'SUB', 'unary', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'ADD', '__ANON_1']"
6327106506a69a3f488d9f12_f_3_11_0,FUNC,f(x)=ax^{2}+x,,"['calculus', 'analytic-geometry', 'quadratics']","['f', '(', 'x', ')', '=', 'a', 'x', '^', '{', '2', '}', '+', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'ADD', '__ANON_1']"
632f833d837ac920af669faa_f_0_0_0,SCAL,\frac{0-2}{-1+2},,"['algebra-precalculus', 'analytic-geometry']","['\\frac', '{', '0', '-', '2', '}', '{', '-', '1', '+', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']"
6327106606a69a3f488da2a2_f_0_11_0,SCAL,+3^2-3^2+1-1,,"['geometry', 'analytic-geometry']","['+', '3', '^', '2', '-', '3', '^', '2', '+', '1', '-', '1']","['additive', 'additive', 'unary', 'ADD', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3']"
6327106606a69a3f488da2a2_f_1_10_0,SET,"(x,(x-6)/2)",your center,"['geometry', 'analytic-geometry']","['(', 'x', ',', '(', 'x', '-', '6', ')', '/', '2', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', 'expr_atom', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'DIV', 'expr_atom', '__ANON_3', 'R_PAREN']"
6327106606a69a3f488da32f_f_2_7_0,SCAL,x + \frac{u+v}{2} t,,"['geometry', 'algebra-precalculus', 'analytic-geometry']","['x', '+', '\\frac', '{', 'u', '+', 'v', '}', '{', '2', '}', 't']","['additive', '__ANON_1', 'ADD', 'unary', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', '__ANON_1', 'ADD', '__ANON_1', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', '__ANON_1']"
6327106606a69a3f488da46d_f_1_0_0,SET,\mathbb R^2,,"['geometry', 'physics', 'analytic-geometry']","['\\mathbb', 'R', '^', '2']","['set_expr', 'SET_FAT', '__ANON_0', 'CARET', '__ANON_3']"
6327106606a69a3f488da687_f_1_4_0,SET,R\times R\times R,,"['geometry', 'analytic-geometry', '3d']","['R', '\\times', 'R', '\\times', 'R']","['set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'sets__OP_CART', '__ANON_0']"
6327106606a69a3f488da7bf_f_0_4_0,SCAL, would be in the same place as its previous point ,,"['geometry', 'analytic-geometry', 'coordinate-systems']","['w', 'o', 'u', 'l', 'd', 'b', 'e', 'i', 'n', 't', 'h', 'e', 's', 'a', 'm', 'e', 'p', 'l', 'a', 'c', 'e', 'a', 's', 'i', 't', 's', 'p', 'r', 'e', 'v', 'i', 'o', 'u', 's', 'p', 'o', 'i', 'n', 't']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1']"
6327106606a69a3f488da7bf_f_1_33_0,SCAL,(1.02)(c-a),the vertical line,"['geometry', 'analytic-geometry', 'coordinate-systems']","['(', ')', '(', 'c', '-', 'a', ')']","['unary', 'group', 'L_PAREN', 'expr_atom', 'number', 'R_PAREN', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN']"
6327106606a69a3f488da7bf_f_1_35_0,SCAL,a+(1.02)(c-a),new   f_1_34_0 -coordinate,"['geometry', 'analytic-geometry', 'coordinate-systems']","['a', '+', '(', ')', '(', 'c', '-', 'a', ')']","['additive', '__ANON_1', 'ADD', 'unary', 'group', 'L_PAREN', 'expr_atom', 'number', 'R_PAREN', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN']"
6327106606a69a3f488da907_f_1_4_0,SCAL,\frac{b}{a},the line,"['geometry', 'euclidean-geometry', 'analytic-geometry']","['\\frac', '{', 'b', '}', '{', 'a', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']"
632f8341837ac920af66bac7_f_0_2_0,FUNC,f: K2 \rightarrow K2,A linear transformation,"['linear-algebra', 'analytic-geometry']","['f', ':', 'K', '2', '\\rightarrow', 'K', '2']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'expr_atom', '__ANON_3', 'TO', '__ANON_0', 'expr_atom', '__ANON_3']"
632f8341837ac920af66bb25_f_1_4_0,SET,"(-4b/t, 4b/t^2)",,"['geometry', 'analytic-geometry', 'triangles', 'conic-sections', 'locus']","['(', '-', '4', 'b', '/', 't', ',', '4', 'b', '/', 't', '^', '2', ')']","['interval', 'L_PAREN', 'expr_atom', 'unary', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'DIV', '__ANON_1', 'COMMA', 'expr_atom', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'DIV', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_PAREN']"
