fid,mtype,exprstr,mention,tags
6327106206a69a3f488d7b40_f_1_1_0,SCAL,(k+1) \cdots (k+n),the product   f_1_1_0,"['elementary-number-theory', 'divisibility', 'factorial']"
6327106306a69a3f488d7d94_f_0_1_0,SCAL,n^2-79n+1601,composite       Case,['elementary-number-theory']
6327106306a69a3f488d7d94_f_2_1_0,SCAL,n^2 - 79n + 1601,,['elementary-number-theory']
6327106306a69a3f488d7d94_f_2_3_0,SCAL,n^2 - 79n + 1601,,['elementary-number-theory']
6327106306a69a3f488d7d94_f_4_33_0,SCAL,n^2 -79n + 1601,,['elementary-number-theory']
6327106306a69a3f488d7d94_f_5_1_0,SCAL,1601^2-79\times1601+1601 ,,['elementary-number-theory']
6327106306a69a3f488d7dcc_f_1_6_0,SET,"\{1,2,3,4,5,6,7,8\}",,"['modular-arithmetic', 'elementary-number-theory']"
6327106306a69a3f488d7e32_f_1_18_0,FUNC,p(a) = q(a),,['elementary-number-theory']
6327106306a69a3f488d7f04_f_4_11_0,SET,O(n^{\frac{1}{2}}),complexity   f_4_11_0,"['elementary-number-theory', 'algorithms', 'prime-numbers']"
6327106306a69a3f488d7f88_f_0_0_0,SCAL,1.6 \times 10^{-35},,"['elementary-number-theory', 'elementary-set-theory', 'physics', 'infinity', 'philosophy']"
6327106306a69a3f488d8152_f_0_0_0,SCAL,4(9^n) + 3(2^n),,"['elementary-number-theory', 'induction', 'divisibility']"
6327106306a69a3f488d8414_f_2_1_0,SCAL,3^{1000002},,"['elementary-number-theory', 'prime-numbers', 'numerical-methods', 'modular-arithmetic']"
6327106306a69a3f488d8414_f_2_4_0,SCAL,3^{1000002},the square,"['elementary-number-theory', 'prime-numbers', 'numerical-methods', 'modular-arithmetic']"
6327106306a69a3f488d84de_f_0_11_0,SCAL,2^{n+1} - 1,,"['elementary-number-theory', 'prime-numbers']"
6327106306a69a3f488d84de_f_0_12_0,SCAL,2^{n+1} - 1,,"['elementary-number-theory', 'prime-numbers']"
6327106306a69a3f488d84de_f_0_15_0,SCAL,2^{n+2} - 1,,"['elementary-number-theory', 'prime-numbers']"
6327106306a69a3f488d84de_f_0_16_0,SCAL,2^{n+2} - 1,no clue,"['elementary-number-theory', 'prime-numbers']"
6327106306a69a3f488d8543_f_1_2_0,SCAL,\frac{1}{1!} + \frac{1}{2!} + \frac{1}{3!} +\frac{1}{4!} + \frac{1}{5!},,['elementary-number-theory']
6327106306a69a3f488d8654_f_0_1_0,SCAL,2^{ k( 2n + 1 ) } + 1 ,,['elementary-number-theory']
6327106306a69a3f488d86d5_f_1_1_0,SCAL,3n^{5} + 5n^{3}+7n,the quantity   f_1_1_0,['elementary-number-theory']
6327106306a69a3f488d86d5_f_1_7_0,SCAL,3k^{5}+5k^{3}+7k,That is assume,['elementary-number-theory']
6327106306a69a3f488d86d5_f_2_0_0,FUNC,P(n)=3n^5+5n^3+7n,,['elementary-number-theory']
6327106306a69a3f488d8711_f_2_5_0,SCAL,\dfrac{x^2 -1}{24},an integer,"['prime-numbers', 'elementary-number-theory']"
6327106306a69a3f488d8711_f_5_8_0,SCAL,(2.24^{2r}),,"['prime-numbers', 'elementary-number-theory']"
6327106306a69a3f488d8790_f_2_29_0,SCAL,(n-1)n(n+1),a multiple,"['elementary-number-theory', 'divisibility']"
6327106306a69a3f488d8790_f_2_35_0,SCAL,(n^2-n+1)(n^2+n+1),a multiple,"['elementary-number-theory', 'divisibility']"
6327106306a69a3f488d8864_f_1_5_0,SCAL,\frac{a}{b},,['elementary-number-theory']
6327106306a69a3f488d8864_f_1_12_0,SCAL,\frac{a}{b},,['elementary-number-theory']
6327106306a69a3f488d88b6_f_2_18_0,SCAL,(b-(2^k-1)),,['elementary-number-theory']
6327106306a69a3f488d88b6_f_2_19_0,SCAL,(c-(2^k-1)),,['elementary-number-theory']
6327106306a69a3f488d88ec_f_0_8_0,SCAL,\frac{(2n)!}{n!n!},,['elementary-number-theory']
6327106306a69a3f488d88ec_f_0_13_0,SCAL,\frac{(2n)!}{n!n!},,['elementary-number-theory']
6327106406a69a3f488d8a1b_f_1_0_0,SCAL,\frac{n}{2},,['elementary-number-theory']
6327106406a69a3f488d8a20_f_1_17_0,SCAL,n^{(d(n)/2) - 1},the answer,['elementary-number-theory']
6327106406a69a3f488d8a26_f_0_0_0,SCAL,a^{2^{n}} + 1,the form,['elementary-number-theory']
6327106406a69a3f488d8a26_f_0_1_0,SCAL,a^{2^{m}} + 1,,['elementary-number-theory']
6327106406a69a3f488d8a4c_f_0_1_0,SCAL,3^{4n+2} + 1,,"['elementary-number-theory', 'modular-arithmetic', 'divisibility', 'exponentiation']"
6327106406a69a3f488d8a6f_f_2_0_0,FUNC,f : \mathbb{N} \to \mathbb{C},,['elementary-number-theory']
6327106406a69a3f488d8b6a_f_1_22_0,SCAL,2^{k -1} +1,,['elementary-number-theory']
6327106406a69a3f488d8b6a_f_1_24_0,SCAL,2^{k-1} - 1,,['elementary-number-theory']
6327106406a69a3f488d8bc4_f_2_41_0,SCAL,\frac{b}{a},,"['elementary-number-theory', 'modular-arithmetic', 'inverse']"
6327106406a69a3f488d8c24_f_2_5_0,SCAL,(n+1)*(n! + 1) - ((n+1)! + 1),,"['elementary-number-theory', 'factorial', 'gcd-and-lcm']"
6327106406a69a3f488d8c24_f_2_11_0,SCAL,n! + 1 - n!,,"['elementary-number-theory', 'factorial', 'gcd-and-lcm']"
6327106406a69a3f488d8c27_f_0_1_0,SCAL,2^{70} + 3^{70},f_0_0_0   divides,['elementary-number-theory']
6327106406a69a3f488d8c27_f_2_5_0,SCAL,2^{70}+3^{70},,['elementary-number-theory']
6327106406a69a3f488d8c27_f_6_6_0,SCAL,2^{70} + 3^{70},,['elementary-number-theory']
6327106406a69a3f488d8c83_f_0_5_0,SCAL,\frac{1}{x},,['elementary-number-theory']
6327106406a69a3f488d8c83_f_0_7_0,SCAL,\frac{1}{x},,['elementary-number-theory']
6327106406a69a3f488d8c89_f_1_0_0,SET,"\{1,2,3,6\}",divisors,['elementary-number-theory']
6327106406a69a3f488d8c89_f_1_1_0,SET," \{1,2,3\} ",,['elementary-number-theory']
6327106406a69a3f488d8d46_f_2_2_0,SCAL,6x^3 + 27x^2 + 17x + 20,20,"['elementary-number-theory', 'modular-arithmetic']"
6327106406a69a3f488d8d8f_f_4_7_0,SCAL,\frac{r}{2},,"['abstract-algebra', 'elementary-number-theory', 'complex-numbers', 'parity']"
6327106406a69a3f488d8d8f_f_5_5_0,SCAL,(a+c) + (b+d)i,another gaussian integer,"['abstract-algebra', 'elementary-number-theory', 'complex-numbers', 'parity']"
6327106406a69a3f488d8da8_f_1_2_0,SCAL,(n + m + 1),The left hand side,"['algebra-precalculus', 'elementary-number-theory']"
6327106406a69a3f488d8da8_f_1_3_0,SCAL,m^2 + 2m + 1,,"['algebra-precalculus', 'elementary-number-theory']"
6327106406a69a3f488d8f8c_f_0_17_0,SCAL,x^2 + kxy + y^2,the quadratic form,"['elementary-number-theory', 'square-numbers']"
6327106406a69a3f488d9103_f_1_6_0,SCAL,(-1)^{\frac {p-1}{2} \cdot \frac {q-1}{2}},,['elementary-number-theory']
6327106406a69a3f488d9103_f_1_14_0,SCAL,(-1)^{\frac {p-1}{2} \cdot \frac {q-1}{2}},,['elementary-number-theory']
6327106406a69a3f488d9125_f_0_5_0,SCAL,2x^2+xy+3y^2,:   Elementary proof,['elementary-number-theory']
632f7c59837ac920af665ddd_f_0_2_0,SCAL,a^{n+1} + 2^{n+1} + 1,,"['elementary-number-theory', 'divisibility']"
632f7c59837ac920af665ddd_f_0_3_0,SCAL,a^n + 2^n + 1,,"['elementary-number-theory', 'divisibility']"
632f7c59837ac920af665dfe_f_0_4_0,SCAL,m^2+n^2+2mn,,"['elementary-number-theory', 'logic', 'proof-writing', 'predicate-logic']"
632f7c59837ac920af665dfe_f_0_9_0,SCAL,m^2+n^2 + 2mn,,"['elementary-number-theory', 'logic', 'proof-writing', 'predicate-logic']"
632f7c59837ac920af665e3b_f_0_6_0,SCAL, a + b + c ,,"['elementary-number-theory', 'divisibility', 'number-systems']"
6327106406a69a3f488d9284_f_0_0_0,SCAL,\dfrac{p-1}{2},,['elementary-number-theory']
6327106406a69a3f488d9284_f_0_11_0,SCAL,\dfrac{p(p-1)}{4},,['elementary-number-theory']
6327106406a69a3f488d9284_f_1_6_0,SCAL,\frac{p-1}{2},,['elementary-number-theory']
6327106406a69a3f488d9284_f_1_10_0,SCAL,\frac{p-1}{4},,['elementary-number-theory']
6327106406a69a3f488d9284_f_1_12_0,SCAL,\frac{p(p-1)}{4},,['elementary-number-theory']
6327106406a69a3f488d9288_f_1_45_0,SCAL,\frac{1}{3},,['elementary-number-theory']
6327106406a69a3f488d928c_f_1_11_0,FUNC,T(p) = \frac{(p-1)(p-5)}{24},,['elementary-number-theory']
632f7c59837ac920af665e7a_f_2_0_0,SCAL,10^{n+1}a+10^nb+c,,['elementary-number-theory']
632f7c59837ac920af665e7d_f_0_4_0,SET,"\{0,1,3,4\}",,"['elementary-number-theory', 'modular-arithmetic', 'definition']"
6327106406a69a3f488d930c_f_0_5_0,SCAL,(-1)^{\frac{p^2 - 1}{8}},the formula    f_0_5_0,['elementary-number-theory']
632f7c59837ac920af665ef8_f_1_0_0,SCAL,5.000 \times 10^3,,"['number-theory', 'elementary-number-theory']"
632f7c59837ac920af665ef8_f_1_1_0,SCAL,5.00 \times 10^3,,"['number-theory', 'elementary-number-theory']"
632f7c59837ac920af665ef8_f_1_2_0,SCAL,5.0 \times 10^3,,"['number-theory', 'elementary-number-theory']"
632f7c59837ac920af665ef8_f_1_3_0,SCAL,5 \times 10^3,,"['number-theory', 'elementary-number-theory']"
632f7c59837ac920af665ef8_f_1_4_0,SCAL,5.0000 \times 10^3,,"['number-theory', 'elementary-number-theory']"
632f7c59837ac920af665efc_f_3_1_0,SET,"[21.5,22.5)",,['elementary-number-theory']
632f7c59837ac920af665f59_f_2_16_0,SCAL,\dfrac{2-7k}{k^2-1},an integer,"['algebra-precalculus', 'number-theory', 'elementary-number-theory']"
632f7c59837ac920af665fda_f_0_5_0,SCAL,(5^z+1)(5^z-1),,['elementary-number-theory']
632f7c59837ac920af665fda_f_1_6_0,SCAL,2\times 3^x,,['elementary-number-theory']
632f7c59837ac920af665fda_f_1_7_0,SCAL,4^{x-1}\times 2,,['elementary-number-theory']
6327106406a69a3f488d94f3_f_2_47_0,FUNC,f(x) = x^2-a,,['elementary-number-theory']
6327106406a69a3f488d94f3_f_2_49_0,FUNC,f(x) = x^2 - a,,['elementary-number-theory']
6327106406a69a3f488d94f3_f_2_58_0,SCAL,\frac{-t}{2b},,['elementary-number-theory']
632f7c59837ac920af665fda_f_3_46_0,SCAL, is divisible by ,,['elementary-number-theory']
632f7c59837ac920af665fda_f_3_47_0,SCAL, especially divisible by ,,['elementary-number-theory']
632f7c59837ac920af665fda_f_3_57_0,SCAL,8 (2^y - 1),,['elementary-number-theory']
632f7c59837ac920af665fe8_f_1_6_0,SCAL,a\binom{a+b}{b},,"['elementary-number-theory', 'binomial-coefficients', 'divisibility']"
6327106406a69a3f488d9508_f_0_0_0,FUNC,F(x)=(x^2-17)(x^2-19)(x^2-323),,"['elementary-number-theory', 'polynomials']"
632f7c59837ac920af66607d_f_0_2_0,SCAL,ab(a^{60}-b^{60}) ,,"['elementary-number-theory', 'divisibility']"
632f7c59837ac920af6660a4_f_0_17_0,SCAL,10^{3^{m+1}+1}-1,,['elementary-number-theory']
6327106406a69a3f488d952a_f_1_5_0,SCAL,\frac{1}{a},,['elementary-number-theory']
6327106406a69a3f488d952a_f_1_6_0,SCAL,\frac{1}{a},,['elementary-number-theory']
632f7c59837ac920af6660a4_f_1_15_0,SCAL,(10^{2\cdot3^n}+10^{3^n}+1),,['elementary-number-theory']
632f7c59837ac920af6660c0_f_3_4_0,SCAL,{{{6^6}^6}^6} ,,"['elementary-number-theory', 'modular-arithmetic', 'power-towers']"
632f7c59837ac920af666132_f_1_0_0,SCAL, 7^{100} + 11^{100},,['elementary-number-theory']
632f7c59837ac920af66616b_f_1_3_0,SCAL,(k+1)^2-9(k+1)+10,,"['elementary-number-theory', 'proof-verification', 'induction']"
632f7c59837ac920af66616b_f_2_3_0,SCAL,n^2-9 \cdot n + 10,,"['elementary-number-theory', 'proof-verification', 'induction']"
632f7c59837ac920af66616b_f_2_6_0,SCAL,(n+1)^2-9 \cdot (n+1) +10,,"['elementary-number-theory', 'proof-verification', 'induction']"
632f7c59837ac920af66616b_f_3_0_0,SCAL,(n+1)^2-9(n+1)+10,,"['elementary-number-theory', 'proof-verification', 'induction']"
632f7c59837ac920af66616b_f_3_1_0,SCAL,(n^2-9n+10),,"['elementary-number-theory', 'proof-verification', 'induction']"
632f7c59837ac920af66616b_f_3_3_0,SCAL,(n^2-9n+10)+2(n+1),,"['elementary-number-theory', 'proof-verification', 'induction']"
632f7c59837ac920af6661a7_f_1_10_0,SET,"\{4988,7598,7859,9686,9947\}",the only examples,"['number-theory', 'elementary-number-theory']"
6327106406a69a3f488d9580_f_5_168_0,SCAL,10000000097 ,    Some interesting specimens,"['elementary-number-theory', 'prime-numbers', 'recreational-mathematics']"
6327106406a69a3f488d9580_f_5_170_0,SCAL,46661333333 ,the pair,"['elementary-number-theory', 'prime-numbers', 'recreational-mathematics']"
632f7c5a837ac920af666313_f_0_2_0,SCAL,\frac{(n+1)(n+2)}{2},,"['elementary-number-theory', 'divisibility']"
632f7c5a837ac920af666313_f_1_10_0,SET,"\{1,5,11,55\}",,"['elementary-number-theory', 'divisibility']"
6327106506a69a3f488d95d7_f_1_10_0,SCAL,\frac{p-1}{2},the case,['elementary-number-theory']
6327106506a69a3f488d95d8_f_1_9_0,SCAL,\frac{p-1}{2},,['elementary-number-theory']
6327106506a69a3f488d95d8_f_1_10_0,SCAL,\frac{3(p-1)}{4},,['elementary-number-theory']
6327106506a69a3f488d95d8_f_1_11_0,SCAL,\frac{3(p-1)}{4},,['elementary-number-theory']
6327106506a69a3f488d95d8_f_1_16_0,SCAL,\frac{p-1}{2},,['elementary-number-theory']
632f7c5a837ac920af6663f9_f_1_4_0,SET,"\{1,2,3,4,5,6,7,8,9\}",,"['elementary-number-theory', 'probability-theory']"
6327106506a69a3f488d9613_f_0_10_0,FUNC,f:S\rightarrow \mathbb{Z},,"['elementary-number-theory', 'category-theory']"
632f7c5a837ac920af6663f9_f_1_12_0,SET,"\{1,2,3,4,5,6,7,8,9\}",,"['elementary-number-theory', 'probability-theory']"
632f7c5a837ac920af6663f9_f_1_14_0,SCAL,24\cdot 120,these yields,"['elementary-number-theory', 'probability-theory']"
632f7c5a837ac920af6663f9_f_2_24_0,SET,"\{4,7,8,9\}",the only possibilities,"['elementary-number-theory', 'probability-theory']"
632f7c5a837ac920af6663f9_f_2_25_0,SET,"\{5,6,8,9\}",,"['elementary-number-theory', 'probability-theory']"
6327106506a69a3f488d9613_f_0_40_0,FUNC,g(n)=f(n^2),,"['elementary-number-theory', 'category-theory']"
6327106506a69a3f488d9613_f_0_47_0,SCAL,f(n^2)-f(n),,"['elementary-number-theory', 'category-theory']"
6327106506a69a3f488d9613_f_0_49_0,SCAL,f(n^2)-g(0),,"['elementary-number-theory', 'category-theory']"
632f7c5a837ac920af6663f9_f_2_46_0,SET,"\{1,2,4,10\}",,"['elementary-number-theory', 'probability-theory']"
632f7c5a837ac920af6663f9_f_2_47_0,SET,"\{1,2,3,11\}",,"['elementary-number-theory', 'probability-theory']"
632f7c5a837ac920af6663f9_f_2_60_0,SCAL,.0873015873,,"['elementary-number-theory', 'probability-theory']"
632f7c5a837ac920af6663f9_f_3_3_0,SCAL,(a+c+e+g+i)-(b+d+f+h),a multiple,"['elementary-number-theory', 'probability-theory']"
632f7c5a837ac920af6663f9_f_3_72_0,SCAL,\frac {11}{126},the final probability,"['elementary-number-theory', 'probability-theory']"
632f7c5a837ac920af666680_f_0_0_0,SCAL,4^n + 2^n + 1,,"['elementary-number-theory', 'modular-arithmetic']"
632f7c5a837ac920af666680_f_0_3_0,SCAL,2^{2n} + 2^{n} + 1,,"['elementary-number-theory', 'modular-arithmetic']"
6327106506a69a3f488d97a3_f_0_7_0,SCAL,\frac{1}{1 + x},,"['elementary-number-theory', 'multiplicative-function']"
6327106506a69a3f488d97a3_f_0_9_0,SCAL,\frac{1 - x}{1 - px},Bell series,"['elementary-number-theory', 'multiplicative-function']"
6327106506a69a3f488d97a3_f_0_11_0,SCAL,\frac{1}{1 - px},,"['elementary-number-theory', 'multiplicative-function']"
632f7c5a837ac920af66676f_f_0_23_0,SCAL,(n^2 + (n+1)^2 +1)/2,,['elementary-number-theory']
632f7c5a837ac920af66676f_f_0_33_0,SCAL,(2n+1)\cdot (n^2 + (n+1)^2 +1)/2,,['elementary-number-theory']
632f7c5a837ac920af66678b_f_2_9_0,SCAL,5^{n+1}-3^n,,"['elementary-number-theory', 'induction']"
632f7c5a837ac920af6667b0_f_0_6_0,FUNC,f(n)=f(n-1)+1,,"['elementary-number-theory', 'contest-math', 'functional-equations']"
632f7c5a837ac920af6667b0_f_0_25_0,FUNC,f(n)=f(m)+1,,"['elementary-number-theory', 'contest-math', 'functional-equations']"
632f7c5a837ac920af6667b0_f_0_49_0,FUNC,f(n)=f(n-1)+1,the equation,"['elementary-number-theory', 'contest-math', 'functional-equations']"
6327106506a69a3f488d97d6_f_2_6_0,FUNC,f(n)=a^{2^n}+1,a generalization,"['elementary-number-theory', 'prime-numbers']"
632f7c5a837ac920af6667c5_f_1_3_0,SCAL,\frac{1}{n},,"['calculus', 'real-analysis', 'elementary-number-theory']"
632f7c5a837ac920af6667c5_f_1_4_0,SCAL,\frac{1}{2n},instance,"['calculus', 'real-analysis', 'elementary-number-theory']"
632f7c5a837ac920af66684e_f_2_5_0,SET,\mathbb R^3,,"['elementary-number-theory', 'modular-arithmetic', 'diophantine-equations', 'congruences', 'chinese-remainder-theorem']"
6327106506a69a3f488d9827_f_1_17_0,SCAL,\frac{b p}{q},the division,['elementary-number-theory']
632f7c5a837ac920af66686d_f_1_2_0,SCAL,(10^{m-j}-1),,['elementary-number-theory']
632f7c5a837ac920af6668a8_f_0_0_0,SCAL,n^2 + 9n +1,,"['elementary-number-theory', 'diophantine-equations', 'square-numbers']"
6327106506a69a3f488d9827_f_2_14_0,SCAL,\frac{1}{6},,['elementary-number-theory']
6327106506a69a3f488d9827_f_2_16_0,SCAL,\frac{1}{12},,['elementary-number-theory']
6327106506a69a3f488d9850_f_0_0_0,SCAL,(3^n - 2^n)/n,an integer,['elementary-number-theory']
632f7c5b837ac920af666927_f_2_4_0,SCAL,16+\frac{32}{k-1},whole expression,"['calculus', 'elementary-number-theory']"
632f7c5b837ac920af666927_f_2_9_0,SCAL,\frac{32}{k-1},,"['calculus', 'elementary-number-theory']"
6327106506a69a3f488d9903_f_1_10_0,SCAL,n\times 3\times 10^5,,"['elementary-number-theory', 'factorial']"
632f7c5b837ac920af6669a2_f_0_17_0,SCAL,f(n)-f(n-1),,"['elementary-number-theory', 'prime-numbers']"
6327106506a69a3f488d9a11_f_2_0_0,FUNC,q(n) = n(11n+32),,"['elementary-number-theory', 'polynomials', 'prime-numbers']"
6327106506a69a3f488d9a11_f_3_0_0,FUNC,q(n) = n(11n + 32),,"['elementary-number-theory', 'polynomials', 'prime-numbers']"
632f7c5b837ac920af6669ef_f_0_0_0,SCAL,73864589999999923243431,,['elementary-number-theory']
632f7c5b837ac920af6669ef_f_3_0_0,SCAL,73864589999999923243431,,['elementary-number-theory']
632f7c5b837ac920af6669ef_f_3_4_0,SCAL,73864589999999923243420,,['elementary-number-theory']
6327106506a69a3f488d9b5e_f_1_1_0,SCAL,a^{2n+1}+b^{2n+1},f_1_0_0   divides,"['elementary-number-theory', 'prime-numbers']"
632f7c5b837ac920af666a60_f_0_0_0,FUNC,"Q(x,y,z) = ax^2 + by^2 + cz^2",,"['elementary-number-theory', 'quadratic-forms']"
632f7c5b837ac920af666a60_f_0_5_0,FUNC,"Q(x,y,z) = g",,"['elementary-number-theory', 'quadratic-forms']"
632f7c5b837ac920af666a60_f_0_6_0,FUNC,"Q(x,y,z) = ax^2 + by^2 + cz^2",,"['elementary-number-theory', 'quadratic-forms']"
6327106506a69a3f488d9ba6_f_0_2_0,SCAL,(n-1)^3+n^3+(n+1)^3,,['elementary-number-theory']
6327106506a69a3f488d9ba6_f_5_4_0,SCAL,(n-1)^3 + n^3 + (n+1)^3,,['elementary-number-theory']
6327106506a69a3f488d9cbe_f_0_3_0,SET,"\{A, B, C\}",,['elementary-number-theory']
