fid,mtype,exprstr,mention,tags
6327106a06a69a3f488dd7ac_f_1_46_0,SCAL,2^l\times2^l,,"['geometry', 'combinatorics', 'euclidean-geometry']"
6327106a06a69a3f488dd9cc_f_1_0_0,SET,\mathbb R^3,,"['euclidean-geometry', 'differential-topology', 'manifolds']"
6327106a06a69a3f488dd9cc_f_1_3_0,SET,\mathbb R^3,,"['euclidean-geometry', 'differential-topology', 'manifolds']"
6327106a06a69a3f488ddc61_f_0_0_0,SCAL,19 \times 19,,"['geometry', 'euclidean-geometry', 'recreational-mathematics']"
632f9725837ac920af6899f3_f_0_15_0,SCAL, is very large ,n_2)^2 } f_0_13_0 R,"['geometry', 'algorithms', 'euclidean-geometry']"
632fc631837ac920af6d7445_f_1_0_0,SET,\mathbb R^2,,"['geometry', 'systems-of-equations', 'euclidean-geometry', 'analytic-geometry']"
6327106b06a69a3f488de177_f_0_0_0,SCAL,100\times100,,"['geometry', 'optimization', 'euclidean-geometry']"
6327106b06a69a3f488de299_f_1_5_0,SCAL,(a+2b)^{3/2},,"['geometry', 'trigonometry', 'euclidean-geometry']"
632fc631837ac920af6d75c9_f_1_5_0,SET,"(5.13198,1.12946)",,"['geometry', 'euclidean-geometry', 'triangles', 'circles']"
632f9726837ac920af68a142_f_0_1_0,SET,\mathbb R^4,,"['algebraic-topology', 'euclidean-geometry']"
6327106b06a69a3f488de409_f_3_10_0,SCAL,2 \times 48,,"['algebra-precalculus', 'euclidean-geometry', 'triangles']"
632f9727837ac920af68a7c1_f_1_2_0,SCAL,x-2d \times y-2d,the inner dimensions,"['geometry', 'algebra-precalculus', 'euclidean-geometry']"
632f9727837ac920af68ab5b_f_1_2_0,SCAL,\frac{a-1}{2},,"['geometry', 'euclidean-geometry', 'geometric-construction']"
632f9727837ac920af68ab5b_f_1_3_0,SCAL,\frac{a+1}{2},the radius,"['geometry', 'euclidean-geometry', 'geometric-construction']"
6327106b06a69a3f488de67e_f_3_0_0,SET,\mathbb{R}^3,,"['linear-algebra', 'general-topology', 'euclidean-geometry']"
6327106b06a69a3f488de788_f_0_6_0,FUNC,f:\mathbb{R}^4 \rightarrow \mathbb{R}^4,,"['linear-algebra', 'algebraic-geometry', 'euclidean-geometry', 'quaternions']"
6327106b06a69a3f488de788_f_0_8_0,FUNC,g: S^3 \rightarrow S^3,,"['linear-algebra', 'algebraic-geometry', 'euclidean-geometry', 'quaternions']"
6327106c06a69a3f488dea9b_f_2_3_0,SCAL,\frac{1}{2},,['euclidean-geometry']
6327106c06a69a3f488dec8c_f_0_1_0,SET,\mathbb{Z}^3,,"['terminology', 'vector-spaces', 'euclidean-geometry']"
6327106c06a69a3f488dec8c_f_0_2_0,SET,\mathbb{R}^3,,"['terminology', 'vector-spaces', 'euclidean-geometry']"
6327106c06a69a3f488dec8c_f_2_0_0,SET,\mathbb{Z}^3,,"['terminology', 'vector-spaces', 'euclidean-geometry']"
632f9728837ac920af68ae97_f_3_0_0,SCAL,\frac{1}{2},,"['geometry', 'euclidean-geometry', 'triangles']"
632f9728837ac920af68b3c3_f_1_2_0,SET,\mathbb R^{p-1},,"['geometry', 'euclidean-geometry', 'convex-analysis']"
632f9728837ac920af68b43a_f_0_0_0,SET,\mathbb{R}^3,,"['euclidean-geometry', 'analytic-geometry']"
6327106c06a69a3f488df4e8_f_3_0_0,SET,\mathbb{R}^2,,['euclidean-geometry']
632f9729837ac920af68b98f_f_0_0_0,SET,\mathbb{R}^3,,"['euclidean-geometry', 'polyhedra', 'polytopes']"
632fc634837ac920af6d8761_f_0_2_0,SCAL,\frac{1}{2^n},,"['real-analysis', 'sequences-and-series', 'limits', 'euclidean-geometry']"
63271c3106a69a3f488dff1f_f_3_10_0,SCAL, and the reflection of ,,"['geometry', 'euclidean-geometry', 'affine-geometry', 'reflection']"
632f972a837ac920af68c0af_f_0_8_0,SET,"[0.8067, 0]",,"['euclidean-geometry', 'analytic-geometry']"
63271c3206a69a3f488e0557_f_0_0_0,SET,\mathbb R^n,,"['linear-algebra', 'combinatorics', 'euclidean-geometry']"
632f972c837ac920af68ce98_f_0_2_0,SET,\mathbb{R}^3,,"['vector-spaces', 'euclidean-geometry']"
632f972e837ac920af68d6ab_f_2_0_0,SET,\mathbb{R}^3,,"['euclidean-geometry', 'normed-spaces']"
63271c3406a69a3f488e2100_f_3_0_0,SET,\mathbb R^n,,"['euclidean-geometry', 'noneuclidean-geometry']"
632f972e837ac920af68d6ab_f_2_36_0,SET,\mathbb{R}^3,,"['euclidean-geometry', 'normed-spaces']"
632f972e837ac920af68d6ab_f_2_50_0,SET,\mathbb{R}^3,the cube span,"['euclidean-geometry', 'normed-spaces']"
632f972e837ac920af68d6ab_f_2_57_0,SET,\mathbb{R}^2,,"['euclidean-geometry', 'normed-spaces']"
63271c3506a69a3f488e228a_f_1_7_0,SCAL,\dfrac{area}{semi perimeter},,['euclidean-geometry']
632fcd12837ac920af6d9382_f_0_8_0,SET,\mathbb{R}^2,,"['linear-algebra', 'geometry', 'proof-verification', 'euclidean-geometry', 'projective-geometry']"
63271c3506a69a3f488e2b43_f_0_4_0,SCAL,\frac{rh}{2},a triangle,"['euclidean-geometry', 'triangles']"
632fcd12837ac920af6d9382_f_0_16_0,SET,\mathbb{R}^2,,"['linear-algebra', 'geometry', 'proof-verification', 'euclidean-geometry', 'projective-geometry']"
632fcd12837ac920af6d9382_f_0_19_0,SET,\mathbb{R}^2,,"['linear-algebra', 'geometry', 'proof-verification', 'euclidean-geometry', 'projective-geometry']"
632fcd12837ac920af6d9382_f_0_38_0,SET,\mathbb{R}^3,,"['linear-algebra', 'geometry', 'proof-verification', 'euclidean-geometry', 'projective-geometry']"
632fcd12837ac920af6d9382_f_0_40_0,SET,\mathbb{R}^2,,"['linear-algebra', 'geometry', 'proof-verification', 'euclidean-geometry', 'projective-geometry']"
632f972f837ac920af68dfa2_f_0_15_0,SET,\mathbb{R}^3,,"['geometry', 'euclidean-geometry', 'geometric-topology']"
632f9730837ac920af68e80f_f_0_5_0,SCAL,a^2 + 4h^2 - (b+c)^2,,"['inequality', 'euclidean-geometry', 'triangles']"
632f9730837ac920af68e80f_f_1_10_0,SCAL,4h^2-((b+c)^2-a^2),,"['inequality', 'euclidean-geometry', 'triangles']"
632f9731837ac920af68ee70_f_0_4_0,SET,\mathbb{R}^2,,"['geometry', 'trigonometry', 'metric-spaces', 'euclidean-geometry', 'circles']"
632f9731837ac920af68ee70_f_0_7_0,SET,\mathbb{R}^2,,"['geometry', 'trigonometry', 'metric-spaces', 'euclidean-geometry', 'circles']"
632f9731837ac920af68ee70_f_0_17_0,SET,\mathbb{R}^2,,"['geometry', 'trigonometry', 'metric-spaces', 'euclidean-geometry', 'circles']"
632f9731837ac920af68ee70_f_1_0_0,SET,\mathbb R^2,,"['geometry', 'trigonometry', 'metric-spaces', 'euclidean-geometry', 'circles']"
63271c3706a69a3f488e3e4c_f_0_2_0,SET,\mathbb{R}^2,,"['geometry', 'euclidean-geometry']"
63271c3706a69a3f488e3ec9_f_0_1_0,SET,\mathbb{R}^2,and the Euclidean space   f_0_1_0,"['euclidean-geometry', 'rotations', 'real-algebraic-geometry']"
63271c3706a69a3f488e3ec9_f_0_3_0,SET,\mathbb{R}^2,a SPACE,"['euclidean-geometry', 'rotations', 'real-algebraic-geometry']"
63271c3706a69a3f488e3ec9_f_0_5_0,SET,\mathbb{R}^2,,"['euclidean-geometry', 'rotations', 'real-algebraic-geometry']"
632fcd13837ac920af6d9a27_f_0_0_0,SET,\mathbb R^2,,"['geometry', 'euclidean-geometry']"
63271c3806a69a3f488e4627_f_0_10_0,FUNC,"F(x,y,z)=0.",,"['euclidean-geometry', 'analytic-geometry', 'parametric', 'locus']"
63271c3806a69a3f488e4c1d_f_0_14_0,SCAL, creates a segment ,,"['geometry', 'euclidean-geometry']"
632ff6e8837ac920af721b8f_f_0_1_0,SET,O(\frac{1}{2}n^2),,"['geometry', 'optimization', 'set-theory', 'euclidean-geometry']"
632ff6e8837ac920af721d22_f_0_1_0,SET,\mathbb{Z}^2,,"['probability', 'stochastic-processes', 'euclidean-geometry', 'random-walk']"
632ff6e8837ac920af721d22_f_0_4_0,SCAL,150\times150,,"['probability', 'stochastic-processes', 'euclidean-geometry', 'random-walk']"
632ff6e8837ac920af721d22_f_0_6_0,SCAL,10 \times 10,,"['probability', 'stochastic-processes', 'euclidean-geometry', 'random-walk']"
632fcd13837ac920af6d9e60_f_0_5_0,SET,\mathbb{R}^3,,"['linear-algebra', 'geometry', 'euclidean-geometry', 'analytic-geometry']"
632fcd13837ac920af6d9f49_f_0_1_0,SET,\mathbb R^2,valid,"['geometry', 'algebraic-geometry', 'euclidean-geometry', 'affine-geometry']"
632ff6e8837ac920af721d85_f_3_0_0,SCAL,\frac {21-2r}{21},,"['euclidean-geometry', 'triangles', 'circles']"
63271c3b06a69a3f488e6407_f_0_3_0,SCAL,\frac{3}{4},,['euclidean-geometry']
63271c3b06a69a3f488e6407_f_1_0_0,SCAL,\frac{a^2}{b^2},the ratio,['euclidean-geometry']
632ff6e8837ac920af721d85_f_6_8_0,SCAL,\frac{1}{2}r(13+20+21-2r) + \frac{1}{2}(2r)(12+r),area,"['euclidean-geometry', 'triangles', 'circles']"
63271c3c06a69a3f488e775e_f_0_5_0,SCAL,\frac{1}{2},,"['euclidean-geometry', 'area']"
63271c3c06a69a3f488e775e_f_2_2_0,SCAL, (1- 0.927362) ,,"['euclidean-geometry', 'area']"
632ff6e9837ac920af7222e1_f_1_71_0,SCAL, and therefore ,,"['geometry', 'euclidean-geometry', 'circles']"
63271c3d06a69a3f488e8253_f_0_1_0,SET,\mathbb R^n,,"['general-topology', 'geometry', 'differential-topology', 'euclidean-geometry']"
63271c3d06a69a3f488e8253_f_0_3_0,SET,\mathbb R^n,,"['general-topology', 'geometry', 'differential-topology', 'euclidean-geometry']"
63271c3d06a69a3f488e8253_f_1_0_0,SET,\mathbb R^n,,"['general-topology', 'geometry', 'differential-topology', 'euclidean-geometry']"
63271c3e06a69a3f488e890a_f_1_13_0,SET,\mathbb R^d,,"['general-topology', 'euclidean-geometry', 'connectedness']"
63271c4006a69a3f488e9af2_f_0_0_0,FUNC,f: \mathbb R^n \to \mathbb R^m,every linear operator,"['real-analysis', 'continuity', 'euclidean-geometry', 'normed-spaces']"
63271c4006a69a3f488e9af2_f_0_3_0,FUNC,f:\mathbb R^n\to \mathbb R^m,,"['real-analysis', 'continuity', 'euclidean-geometry', 'normed-spaces']"
632ff6e9837ac920af7227c9_f_0_0_0,SET,\mathbb{R}^4,,"['geometry', 'differential-geometry', 'euclidean-geometry', 'differential-topology', 'analytic-geometry']"
632ff6e9837ac920af722859_f_0_0_0,SET,\mathbb{R}^2,,"['linear-algebra', 'vector-spaces', 'vectors', 'euclidean-geometry', 'coordinate-systems']"
632ff6e9837ac920af722859_f_2_2_0,SET,\mathbb R^2,,"['linear-algebra', 'vector-spaces', 'vectors', 'euclidean-geometry', 'coordinate-systems']"
632ff6e9837ac920af722859_f_2_7_0,SET,\mathbb R^2,,"['linear-algebra', 'vector-spaces', 'vectors', 'euclidean-geometry', 'coordinate-systems']"
632f9d9a837ac920af690781_f_1_1_0,SET,\mathbb R^n,,"['linear-algebra', 'geometry', 'proof-verification', 'euclidean-geometry', 'alternative-proof']"
632f9d9a837ac920af6907a2_f_2_3_0,SET,\mathbb E^2,,"['geometry', 'euclidean-geometry', 'isometry']"
632ff6ea837ac920af722ab3_f_2_28_0,SCAL,\frac{1}{2},,"['geometry', 'proof-writing', 'euclidean-geometry', 'triangles']"
632ff6ea837ac920af722ab3_f_2_55_0,SET,\mathbb{Q}^2,the reals,"['geometry', 'proof-writing', 'euclidean-geometry', 'triangles']"
6327306306a69a3f488eb47e_f_0_2_0,SCAL,n^2(n^2-1)/12,,"['geometry', 'differential-geometry', 'metric-spaces', 'euclidean-geometry', 'riemannian-geometry']"
6327306306a69a3f488eb47e_f_0_3_0,SCAL,n^2(n^2-1)/12,zero yields   f_0_3_0   equations,"['geometry', 'differential-geometry', 'metric-spaces', 'euclidean-geometry', 'riemannian-geometry']"
6327306306a69a3f488eb4c3_f_0_1_0,SET,\mathbb{R}^2,,"['general-topology', 'combinatorics', 'euclidean-geometry']"
632fcd17837ac920af6db85d_f_0_6_0,SCAL,-\frac{1}{n-1},,"['vector-spaces', 'vectors', 'euclidean-geometry']"
632ff6ea837ac920af722eff_f_1_21_0,SET,\mathbb R^n,,"['geometry', 'euclidean-geometry']"
632ff6ea837ac920af722eff_f_1_22_0,SET,\mathbb R^n,,"['geometry', 'euclidean-geometry']"
6327306506a69a3f488ec26a_f_0_1_0,SET,\mathbb{R}^2,,"['linear-algebra', 'combinatorics', 'euclidean-geometry', 'combinatorial-geometry']"
6327306506a69a3f488ec26a_f_0_18_0,SET,"(1,\frac{1}{2})",,"['linear-algebra', 'combinatorics', 'euclidean-geometry', 'combinatorial-geometry']"
6327306606a69a3f488eced2_f_0_1_0,SET,\mathbb R^n,,"['differential-geometry', 'euclidean-geometry']"
6327306706a69a3f488ed1f6_f_0_0_0,FUNC,f(x)=x^2+y^2,the Euclidean square,"['euclidean-geometry', 'triangles', 'convex-optimization']"
632ff6eb837ac920af7230a6_f_3_2_0,SCAL,\frac{1}{2},,"['geometry', 'euclidean-geometry', 'triangles', 'centroid']"
632ff6eb837ac920af7230a6_f_3_9_0,SCAL,\frac{1}{3},,"['geometry', 'euclidean-geometry', 'triangles', 'centroid']"
632ff6eb837ac920af7230a6_f_3_13_0,SCAL,\frac{1}{3},,"['geometry', 'euclidean-geometry', 'triangles', 'centroid']"
632ff6eb837ac920af7230b9_f_1_4_0,SCAL,\dfrac {hx^2}{2\times 36},,"['geometry', 'euclidean-geometry', 'triangles', 'area']"
632f9d9b837ac920af69100c_f_0_14_0,SET,\mathbb{R}^4,,"['linear-algebra', 'euclidean-geometry', 'volume']"
632ff6eb837ac920af723343_f_0_1_0,SET,\mathbb{R}^2,,"['combinatorics', 'algorithms', 'euclidean-geometry']"
632ff6eb837ac920af723343_f_0_5_0,SET,\mathbb{R}^2,,"['combinatorics', 'algorithms', 'euclidean-geometry']"
632ff6eb837ac920af723343_f_0_6_0,SCAL,\binom{n}{2},points,"['combinatorics', 'algorithms', 'euclidean-geometry']"
632ff6eb837ac920af723343_f_0_9_0,SET,\mathbb{R}^2,,"['combinatorics', 'algorithms', 'euclidean-geometry']"
632fcd18837ac920af6dbef1_f_2_0_0,SET,\mathbb R^n,,"['general-topology', 'euclidean-geometry']"
632fcd18837ac920af6dbef1_f_2_4_0,SET,\mathbb L^{n+1}\times S^n,,"['general-topology', 'euclidean-geometry']"
632fcd18837ac920af6dbfe1_f_0_4_0,SCAL,50m \times 50m,,"['matrices', 'euclidean-geometry', 'normal-distribution', 'matrix-completion']"
6327306806a69a3f488edaf5_f_0_3_0,SCAL,\dfrac{n(n+1)}{2} +1,,"['combinatorics', 'geometry', 'euclidean-geometry']"
632ff6ec837ac920af7236d3_f_0_5_0,SET,\mathbb R^2,,"['geometry', 'elementary-set-theory', 'euclidean-geometry']"
